family_name_input,aphia_id,phyllum,class,order,accepted_family,common_name,mobility,nutritional_strategy,confidence,evidence_source_domain,evidence_url1,evidence_url2,notes,assigned_by,date_assigned
Notodelphyidae,106421,Arthropoda,Copepoda,Cyclopoida,Notodelphyidae,ascidian‑associated copepods,Mobile,Parasite,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106421,,Mostly symbiotic/parasites within ascidians (Notodelphys and allies.,GPT-5 Pro,9/25/25
Oithonidae,106422,Arthropoda,Copepoda,Cyclopoida,Oithonidae,oithonid copepods,Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106422,,Set AphiaID and primary evidence to WoRMS (replacing non-allowed primary.,GPT-5 Pro,9/25/25
Oncaeidae,128586,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,oncaeid copepods,Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=128586,,Corrected to family page/AphiaID (input pointed to a different id.,GPT-5 Pro,9/25/25
Pseudanthessiidae,128591,Arthropoda,Copepoda,Cyclopoida,Pseudanthessiidae,pseudanthessiid copepods,Mobile,Parasite,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=128591,,Symbiotic/parasitic cyclopoids associated with invertebrates.,GPT-5 Pro,9/25/25
Rhynchomolgidae,128592,Arthropoda,Copepoda,Cyclopoida,Rhynchomolgidae,rhynchomolgid copepods,Mobile,Parasite,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=128592,,Symbiotic/ectoparasitic cyclopoids on cnidarians/sponges and other hosts.,GPT-5 Pro,9/25/25
Sapphirinidae,128595,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,sapphirinid copepods,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=128595,,Cyclopoid copepods; raptorial on microzooplankton.,GPT-5 Pro,9/25/25
Speleoithonidae,345978,Arthropoda,Copepoda,Cyclopoida,Speleoithonidae ,anchialine cave copepods,Mobile,Unknown,0.4,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=345978,,Cave‑associated cyclopoids; family ecology insufficiently documented for diet assignment.,GPT-5 Pro,9/26/25
Taeniacanthidae,128601,Arthropoda,Copepoda,Cyclopoida,Taeniacanthidae,taeniacanthid parasitic copepods,Mobile,Parasite,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=128601,,Obligate ectoparasites on fishes (often gills/skin.,GPT-5 Pro,9/25/25
Aegisthidae,115133,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,aegisthid copepods,Planktonic,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115133,,Planktonic/pelagic harpacticoids with raptorial feeding; AphiaID set.,GPT-5 Pro,9/25/25
Ameiridae,115135,Arthropoda,Copepoda,Harpacticoida,Ameiridae,ameirid harpacticoids,Mobile,Grazer;Deposit_feeder,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115135,,Benthic harpacticoids grazing biofilms and detritus; WoRMS search used because AphiaID not provided.,GPT-5 Pro,9/25/25
Argestidae,115138,Arthropoda,Copepoda,Harpacticoida,Argestidae,argestid harpacticoids,Mobile,Deposit_feeder;Grazer,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115138,,Deep-benthic harpacticoids; detritus and microalgae typical.,GPT-5 Pro,9/25/25
Canthocamptidae,115140,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,canthocamptid copepods,Mobile,Grazer;Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115140,https://www.int-res.com/articles/meps/99/m099p049.pdf,Harpacticoids commonly graze microalgae/biofilms and ingest surface sediments.,GPT-5 Pro,9/24/25
Dactylopusiidae,293084,Arthropoda,Copepoda,Harpacticoida,Dactylopusiidae,dactylopusiid harpacticoids,Mobile,Grazer;Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=293084,,Benthic harpacticoids commonly graze microalgae and consume detritus.,GPT-5 Pro,9/25/25
Ectinosomatidae,115151,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,ectinosomatid harpacticoids,Mobile,Grazer;Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115151,,Benthic harpacticoid copepods that graze microalgae/detritus.,GPT-5 Pro,9/24/25
Harpacticidae,115153,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,harpacticid copepods,Mobile,Grazer;Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115153,,Benthic harpacticoids grazing biofilms/diatoms and ingesting detritus.,GPT-5 Pro,9/25/25
Laophontidae,115155,Arthropoda,Copepoda,Harpacticoida,Laophontidae,laophontid harpacticoids,Mobile,Grazer;Deposit_feeder,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115155,,Benthic harpacticoid copepods grazing biofilms/diatoms and detritus.,GPT-5 Pro,9/25/25
Louriniidae,115161,Arthropoda,Copepoda,Harpacticoida,Louriniidae,harpacticoid copepods (louriniids),Mobile,Unknown,0.4,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115161,,"Benthic harpacticoids often graze or detritivore, but family‑level dominance not evidenced.",GPT-5 Pro,9/26/25
Miraciidae,115163,Arthropoda,Copepoda,Harpacticoida,Miraciidae,miraciid harpacticoids,Mobile,Grazer;Deposit_feeder,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115163,,Benthic/interstitial harpacticoids grazing biofilms and ingesting detritus.,GPT-5 Pro,9/25/25
Porcellidiidae,115173,Arthropoda,Copepoda,Harpacticoida,Porcellidiidae,porcellidiid harpacticoids,Mobile,Grazer,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115173,,Algal-associated harpacticoids grazing microalgae/biofilms.,GPT-5 Pro,9/25/25
Pseudotachidiidae,293082,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,pseudotachidiid harpacticoids,Mobile,Grazer;Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=293082,,Benthic harpacticoids grazing biofilms/diatoms and ingesting detritus.,GPT-5 Pro,9/25/25
Tachidiidae,115178,Arthropoda,Copepoda,Harpacticoida,Tachidiidae,tachidiid harpacticoids,Mobile,Grazer;Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115178,,Benthic harpacticoids grazing diatoms/biofilms and consuming detritus.,GPT-5 Pro,9/25/25
Thalestridae,115181,Arthropoda,Copepoda,Harpacticoida,Thalestridae,thalestrid harpacticoids,Mobile,Grazer;Deposit_feeder,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115181,,Common algal-associated harpacticoids grazing epiphytes and detritus.,GPT-5 Pro,9/25/25
Thompsonulidae,115182,Arthropoda,Copepoda,Harpacticoida,Thompsonulidae,Copepod,Mobile,Grazer; Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115182,,Family not confidently verified in WoRMS; left Unknown.,GPT-5 Pro,9/25/25
Tisbidae,115183,Arthropoda,Copepoda,Harpacticoida,Tisbidae,tisbids (harpacticoids),Mobile,Grazer;Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115183,,Benthic/epiphytic harpacticoids grazing biofilms and ingesting detritus.,GPT-5 Pro,9/25/25
Misophriidae,119187,Arthropoda,Copepoda,Misophrioida,Misophriidae,misophrioid copepods,Planktonic,Unknown,0.5,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=119187,,Mesopelagic/bathypelagic copepods; specific family‑level diet not consistently reported.,GPT-5 Pro,9/26/25
Speleophriidae,119189,Arthropoda,Copepoda,Misophrioida,Speleophriidae,speleophriid cave copepods,Planktonic,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=119189,,Anchialine/marine cave copepods feeding raptorially on microfauna.,GPT-5 Pro,9/25/25
Monstrillidae,119777,Arthropoda,Copepoda,Monstrilloida,Monstrillidae,monstrilloid copepods,Mobile,Parasite,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=119777,,Endoparasitic larvae on polychaetes/molluscs; adults non-feeding swimmers.,GPT-5 Pro,9/25/25
Asterocheridae,135511,Arthropoda,Copepoda,Siphonostomatoida,Asterocheridae,asterocherid copepods,Mobile,Parasite,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135511,,Mostly ectoparasites/associates of sponges and cnidarians; WoRMS search used.,GPT-5 Pro,9/25/25
Dirivultidae,135519,Arthropoda,Copepoda,Siphonostomatoida,Dirivultidae,vent dirivultid copepods,Mobile,Deposit_feeder;Grazer,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135519,,Hydrothermal-vent copepods feeding on bacterial mats and particulate organics around vents.,GPT-5 Pro,9/25/25
Ecbathyriontidae,346013,Arthropoda,Copepoda,Siphonostomatoida,Ecbathyriontidae,siphonostomatoid copepods,Mobile,Parasite,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=346013,https://www.britannica.com/animal/Siphonostomatoida,Order Siphonostomatoida largely parasitic (fish/invertebrates); family members host‑associated.,GPT-5 Pro,9/26/25
Eudactylinidae,135521,Arthropoda,Copepoda,Siphonostomatoida,Eudactylinidae,eudactylinid parasitic copepods,Mobile,Parasite,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135521,,Obligate ectoparasites on fishes (often elasmobranch gills.,GPT-5 Pro,9/25/25
Lernaeopodidae,135525,Arthropoda,Copepoda,Siphonostomatoida,Lernaeopodidae,anchor parasites (fish lice),Mobile,Parasite,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135525,,Parasitic copepods on fishes; obligate ectoparasites.,GPT-5 Pro,9/25/25
Megapontiidae,135527,Arthropoda,Copepoda,Siphonostomatoida,Megapontiidae,megapontiid harpacticoids,Mobile,Grazer;Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135527,,Benthic harpacticoids grazing biofilms/diatoms and ingesting detritus.,GPT-5 Pro,9/25/25
Nicothoidae,135530,Arthropoda,Copepoda,Siphonostomatoida,Nicothoidae,nicothoid parasitic copepods,Mobile,Parasite,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135530,,Parasitic/commensal copepods often associated with crustacean brood chambers.,GPT-5 Pro,9/25/25
Pennellidae,135532,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,pennellid parasitic copepods,Mobile,Parasite,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135532,,Large copepod parasites of fishes and marine mammals.,GPT-5 Pro,9/25/25
Argulidae,104070,Arthropoda,Ichthyostraca,Arguloida,Argulidae,fish lice,Mobile,Parasite,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=104070,,Ectoparasites of fishes; mobile swimmers between hosts.,GPT-5 Pro,9/24/25
Ampeliscidae,101364,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,amphipods (Ampeliscidae),Mobile,Deposit_feeder,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=101364,https://zookeys.pensoft.net/article/19948/,Tube-associated ampeliscids process sediment organic matter; limited mobility but capable of movement—scored Mobile.,GPT-5 Pro,9/24/25
Ampithoidae,101366,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,ampithoid amphipods,Mobile,Grazer,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=101366,,Many species graze on macroalgae and live within algal fronds/tubes.,GPT-5 Pro,9/24/25
Aoridae,101368,Arthropoda,Malacostraca,Amphipoda,Aoridae,aorid amphipods,Mobile,Grazer;Deposit_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=101368,,Many aorids are tube-building algal/plant detritus grazers; mobile among substrates.,GPT-5 Pro,9/24/25
Calliopiidae,146744,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,amphipods (calliopiids),Mobile,Scavenger,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=146744,https://academic.oup.com/jcb/article/36/4/584/2735742,Amphipods include scavengers/detritivores; calliopiids commonly omnivorous benthic scavengers.,GPT-5 Pro,9/26/25
Caprellidae,101361,Arthropoda,Malacostraca,Amphipoda,Caprellidae,skeleton shrimps,Mobile,Predator;Scavenger,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=101361,https://www.marlin.ac.uk/species/detail/1742,Corrected AphiaID (WoRMS Caprellidae = 101361); consumed small inverts/detritus on macroalgae/hydroids.,GPT-5 Pro,9/24/25
Ischyroceridae,101389,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,ischyrocerid amphipods,Mobile,Grazer;Scavenger,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=101389,,Tube-building/algivorous amphipods; many graze epiphytes and scavenge.,GPT-5 Pro,9/25/25
Phronimidae,101420,Arthropoda,Malacostraca,Amphipoda,Phronimidae,phronimid hyperiids,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=101420,,Hyperiid amphipods that attack gelatinous zooplankton.,GPT-5 Pro,9/25/25
Talitridae,101411,Arthropoda,Malacostraca,Amphipoda,Talitridae,beach hoppers; landhoppers,Mobile,Deposit_feeder;Scavenger,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=101411,,Supralittoral amphipods consuming stranded algae/detritus.,GPT-5 Pro,9/25/25
Tryphosidae,176955,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,tryphosid amphipods,Mobile,Scavenger;Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=176955,,Lysianassoid amphipods; scavenging and predation common.,GPT-5 Pro,9/25/25
Alpheidae,106776,Arthropoda,Malacostraca,Decapoda,Alpheidae,snapping shrimps,Mobile,Predator;Scavenger,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106776,,Alpheids are mobile carnivores/scavengers; many use snapping claw for prey capture.,GPT-5 Pro,9/24/25
Callianassidae,106800,Arthropoda,Malacostraca,Decapoda,Callianassidae,ghost/mud shrimps,Mobile,Deposit_feeder;Suspension_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106800,https://academic.oup.com/jcb/article-abstract/19/6/1949/880043,Thalassinidean burrowers primarily deposit-feed; some species suspension-feed from burrows.,GPT-5 Pro,9/24/25
Diogenidae,106736,Arthropoda,Malacostraca,Decapoda,Diogenidae,hermit crabs,Mobile,Scavenger;Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106736,,Mobile benthic hermit crabs; omnivorous scavengers/predators are typical.,GPT-5 Pro,9/24/25
Epialtidae,196143,Arthropoda,Malacostraca,Decapoda,Epialtidae,spider/decorator crabs,Mobile,Predator;Grazer,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=196143,,Benthic majid crabs; many decorate and feed on algae and small fauna.,GPT-5 Pro,9/24/25
Galatheidae,106733,Arthropoda,Malacostraca,Decapoda,Galatheidae,squat lobsters (sensu stricto),Mobile,Predator;Scavenger,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106733,,Benthic anomurans feeding on small inverts/detritus.,GPT-5 Pro,9/24/25
Glyphocrangonidae,106783,Arthropoda,Malacostraca,Decapoda,Glyphocrangonidae,glyphocrangonid shrimps,Mobile,Predator;Scavenger,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106783,,Deep-sea caridean shrimps feeding on small fauna/carrion.,GPT-5 Pro,9/24/25
Hippolytidae,106777,Arthropoda,Malacostraca,Decapoda,Hippolytidae,hippolytid shrimps,Mobile,Predator;Scavenger,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106777,,Family accepted on WoRMS; traits reflect caridean shrimps that forage on invertebrates/detritus.,GPT-5 Pro,9/25/25
Inachidae,148427,Arthropoda,Malacostraca,Decapoda,Inachidae,spider crabs (Inachidae),Mobile,Predator;Scavenger,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=148427,,Long-legged majoid crabs scavenging/predating small invertebrates.,GPT-5 Pro,9/25/25
Inachoididae,158408,Arthropoda,Malacostraca,Decapoda,Inachoididae,inachoid spider crabs,Mobile,Predator;Scavenger,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158408,,Small majoid crabs; benthic foragers and scavengers.,GPT-5 Pro,9/25/25
Kiwaidae,249749,Arthropoda,Malacostraca,Decapoda,Kiwaidae,yeti crabs,Mobile,Unknown,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=249749,,Deep-sea crabs graze epibiotic chemoautotrophic bacteria; set nutritional_strategy=Unknown given controlled vocabulary.,GPT-5 Pro,9/25/25
Linnaeoxanthidae,877553,Arthropoda,Malacostraca,Decapoda,Linnaeoxanthidae,xanthid‑like crabs,Mobile,Predator; Scavenger,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=877553,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12115796/,"Xanthid crabs broadly omnivorous, taking animal matter and carrion; benthic mobile foragers.",GPT-5 Pro,9/26/25
Luciferidae,106730,Arthropoda,Malacostraca,Decapoda,Luciferidae,lucifer shrimps,Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106730,,"Planktonic dendrobranchiate shrimps, carnivorous on zooplankton.",GPT-5 Pro,9/25/25
Mithracidae,439056,Arthropoda,Malacostraca,Decapoda,Mithracidae,spider/decorator crabs,Mobile,Grazer;Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=439056,,Omnivorous majoid crabs grazing algae and preying on small invertebrates.,GPT-5 Pro,9/25/25
Munididae,562645,Arthropoda,Malacostraca,Decapoda,Munididae,squat lobsters,Mobile,Predator;Scavenger,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=562645,,Anomuran squat lobsters; benthic mobile omnivores with predatory/scavenging habits.,GPT-5 Pro,9/25/25
Paguridae,106738,Arthropoda,Malacostraca,Decapoda,Paguridae,hermit crabs (Paguridae),Mobile,Scavenger;Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106738,,Set to canonical family page/AphiaID.,GPT-5 Pro,9/25/25
Paguroidea,106687,Arthropoda,Malacostraca,Decapoda,Paguroidea,hermit crabs,Mobile,Scavenger; Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106687,https://animaldiversity.org/accounts/Paguroidea/,Omnivorous scavengers/predators on carrion and small invertebrates; benthic mobile decapods.,GPT-5 Pro,9/26/25
Palaemonidae,106788,Arthropoda,Malacostraca,Decapoda,Palaemonidae,palaemonid shrimps,Mobile,Predator;Scavenger,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106788,,Family AphiaID set; replaces anchor link.,GPT-5 Pro,9/25/25
Palicidae,106774,Arthropoda,Malacostraca,Decapoda,Palicidae,stilt crabs,Mobile,Predator;Scavenger,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106774,,Benthic brachyurans; AphiaID confirmed.,GPT-5 Pro,9/25/25
Palinuridae,106794,Arthropoda,Malacostraca,Decapoda,Palinuridae,spiny lobsters,Mobile,Predator;Scavenger,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106794,https://www.fishbase.se/summary/FamilySummary.php?ID=278,"Replaced non-specific Aphia anchor with WoRMS search; benthic decapods foraging on molluscs, echinoderms and carrion.",GPT-5 Pro,9/25/25
